booking_id,booking_date,sales_channel,adult_count,child_count,returning_customer,previous_cancellations,previous_no_shows,booking_status,booking_value,days_until_checkin,weekday_nights,weekend_nights,meal_plan,parking_included,room_type,customer_special_requests
INN00020,2018-07-03,корпоративное_бронирование,3,0,True,0,1,нет_отказа,67000.0,18,8,2,тип_питания_1,False,тип_1,1
INN00021,2019-04-14,корпоративное_бронирование,3,0,True,0,2,нет_отказа,13400.0,62,2,0,не выбран,False,тип_1,0
INN00022,2020-03-02,корпоративное_бронирование,3,0,True,0,3,отказ_брони,33500.0,77,5,0,тип_питания_1,False,тип_4,1
INN00023,2018-06-07,корпоративное_бронирование,1,0,False,0,0,нет_отказа,107200.0,205,12,4,тип_питания_1,False,тип_1,1
INN00024,2019-07-17,корпоративное_бронирование,1,0,True,0,1,нет_отказа,26800.0,300,4,0,тип_питания_1,False,тип_1,0
INN00025,2017-07-22,офлайн_бронирование,2,0,True,1,1,нет_отказа,80400.0,89,10,2,не выбран,False,тип_1,0
INN00026,2020-04-16,корпоративное_бронирование,3,0,True,0,1,нет_отказа,60300.0,7,7,2,тип_питания_1,False,тип_1,2
INN00027,2020-08-21,корпоративное_бронирование,2,1,False,0,0,нет_отказа,80400.0,150,10,2,не выбран,False,тип_4,0
INN00028,2018-08-06,корпоративное_бронирование,3,1,True,0,1,нет_отказа,100500.0,18,11,4,тип_питания_2,False,тип_1,1
INN00029,2020-06-20,корпоративное_бронирование,1,1,False,0,0,нет_отказа,6700.0,199,1,0,тип_питания_1,False,тип_1,0
INN00030,2019-04-11,онлайн_бронирование,2,0,True,0,1,нет_отказа,62300.0,69,5,2,тип_питания_1,False,тип_1,1
INN00031,2020-05-09,онлайн_бронирование,2,0,True,0,2,отказ_брони,80400.0,185,10,2,тип_питания_2,False,тип_4,0
INN00032,2017-02-27,офлайн_бронирование,2,0,True,1,1,отказ_брони,6700.0,185,1,0,тип_питания_1,False,тип_1,0
INN00033,2019-05-02,корпоративное_бронирование,2,0,True,0,1,нет_отказа,93800.0,121,10,4,тип_питания_1,False,тип_1,0
INN00034,2020-01-14,корпоративное_бронирование,2,0,True,0,2,нет_отказа,107200.0,8,12,4,тип_питания_1,False,тип_1,2
INN00035,2017-03-25,онлайн_бронирование,1,1,False,0,0,нет_отказа,93800.0,63,10,4,тип_питания_1,False,тип_1,1
INN00036,2019-10-05,корпоративное_бронирование,2,0,False,0,0,нет_отказа,6700.0,63,1,0,тип_питания_1,False,тип_4,0
INN00037,2020-08-26,корпоративное_бронирование,2,0,True,0,1,нет_отказа,46900.0,77,5,2,тип_питания_1,False,тип_1,2
INN00038,2021-05-24,корпоративное_бронирование,2,0,True,0,2,нет_отказа,67000.0,6,8,2,тип_питания_1,False,тип_1,0
INN00039,2022-01-02,корпоративное_бронирование,2,0,True,0,3,нет_отказа,107200.0,4,12,4,тип_питания_2,False,тип_1,0
INN00040,2019-12-08,онлайн_бронирование,2,0,True,1,1,нет_отказа,80400.0,6,10,2,тип_питания_1,False,тип_1,0
INN00041,2019-11-28,онлайн_бронирование,1,0,False,0,0,нет_отказа,33500.0,123,5,0,тип_питания_1,False,тип_4,0
INN00042,2020-06-07,онлайн_бронирование,1,0,True,0,1,нет_отказа,60300.0,150,7,2,тип_питания_1,False,тип_4,0
INN00043,2020-10-08,офлайн_бронирование,2,0,True,1,1,отказ_брони,113900.0,92,13,4,тип_питания_1,False,тип_1,2
INN00044,2018-09-25,онлайн_бронирование,200,1,True,1,1,нет_отказа,173223.4,130,13,4,тип_питания_1,False,тип_4,1
INN00045,2017-12-14,офлайн_бронирование,1,0,True,0,1,отказ_брони,33500.0,77,5,0,тип_питания_1,False,тип_1,2
INN00046,2017-12-23,офлайн_бронирование,1,0,True,1,1,отказ_брони,26700.0,111,3,0,тип_питания_1,False,тип_1,0
INN00047,2020-04-17,офлайн_бронирование,2,0,False,0,0,нет_отказа,198444.9,12,8,2,тип_питания_1,False,тип_1,0
INN00048,2018-05-20,офлайн_бронирование,2,0,False,0,0,нет_отказа,67000.0,11,8,2,не выбран,False,тип_4,2
INN00049,2018-12-06,офлайн_бронирование,2,0,True,0,1,нет_отказа,60300.0,72,7,2,тип_питания_2,False,тип_1,0
INN00050,2019-07-14,офлайн_бронирование,2,0,True,0,2,нет_отказа,33500.0,69,5,0,тип_питания_2,False,тип_4,0
INN00051,2020-03-11,офлайн_бронирование,2,0,True,0,3,нет_отказа,39330.3,62,2,0,тип_питания_1,False,тип_1,1
INN00052,2019-06-29,корпоративное_бронирование,1,0,False,0,0,нет_отказа,46900.0,197,5,2,тип_питания_1,False,тип_1,1
INN00053,2020-11-23,онлайн_бронирование,2,2,False,0,0,нет_отказа,140700.0,111,15,6,не выбран,False,тип_1,0
INN00054,2018-05-22,офлайн_бронирование,3,0,False,0,0,нет_отказа,46900.0,197,5,2,не выбран,False,тип_4,1
INN00055,2018-01-02,онлайн_бронирование,1,0,False,0,0,нет_отказа,17800.0,92,2,0,тип_питания_1,False,тип_1,0
INN00056,2019-03-30,онлайн_бронирование,1,0,True,0,1,нет_отказа,33500.0,4,5,0,тип_питания_1,False,тип_1,0
INN00057,2019-03-01,онлайн_бронирование,3,1,False,0,0,нет_отказа,46900.0,124,5,2,тип_питания_1,False,тип_1,0
INN00058,2019-10-04,онлайн_бронирование,3,1,True,0,1,нет_отказа,93800.0,5,10,4,тип_питания_2,False,тип_1,0
INN00059,2020-06-09,корпоративное_бронирование,1,1,False,0,0,нет_отказа,106949.2,7,6,2,тип_питания_1,False,тип_1,0
INN00060,2020-09-11,корпоративное_бронирование,2,0,False,0,0,нет_отказа,53600.0,97,6,2,тип_питания_2,False,тип_1,0
INN00061,2021-08-02,корпоративное_бронирование,2,0,True,0,1,нет_отказа,67000.0,77,8,2,тип_питания_1,False,тип_1,1
INN00062,2017-05-19,онлайн_бронирование,2,1,False,0,0,нет_отказа,67000.0,160,8,2,тип_питания_1,False,тип_1,2
INN00063,2018-05-18,офлайн_бронирование,2,1,False,0,0,нет_отказа,73700.0,76,9,2,тип_питания_1,False,тип_4,2
INN00064,2018-12-20,офлайн_бронирование,2,1,True,0,1,отказ_брони,20100.0,92,3,0,не выбран,False,тип_1,0
INN00065,2019-01-04,офлайн_бронирование,2,1,True,1,1,нет_отказа,123805.1,221,6,2,тип_питания_1,False,тип_1,2
INN00066,2018-05-27,корпоративное_бронирование,1,1,False,0,0,нет_отказа,73700.0,50,9,2,тип_питания_1,False,тип_4,0
INN00067,2019-10-20,корпоративное_бронирование,2,0,True,0,1,отказ_брони,13400.0,181,2,0,тип_питания_1,False,тип_4,1
INN00068,2019-11-11,корпоративное_бронирование,2,0,True,1,1,нет_отказа,46900.0,100,5,2,тип_питания_1,False,тип_1,0
INN00069,2017-05-12,онлайн_бронирование,2,1,False,0,0,нет_отказа,67000.0,97,8,2,тип_питания_1,False,тип_1,0
INN00070,2017-11-30,онлайн_бронирование,2,1,True,0,1,нет_отказа,53600.0,83,6,2,тип_питания_2,False,тип_1,0
INN00071,2018-04-27,онлайн_бронирование,1,0,True,1,1,отказ_брони,60300.0,126,7,2,тип_питания_1,False,тип_1,2
INN00072,2018-07-13,корпоративное_бронирование,2,0,False,0,0,нет_отказа,60300.0,122,7,2,тип_питания_1,False,тип_4,1
INN00073,2019-10-09,корпоративное_бронирование,2,0,True,0,1,нет_отказа,60300.0,12,7,2,тип_питания_2,False,тип_1,0
INN00074,2020-06-07,корпоративное_бронирование,2,0,True,0,2,отказ_брони,107200.0,90,12,4,тип_питания_1,False,тип_1,0
INN00075,2020-10-28,офлайн_бронирование,1,0,False,0,0,нет_отказа,20100.0,92,3,0,тип_питания_2,False,тип_4,0
INN00076,2021-08-15,офлайн_бронирование,1,0,True,0,1,отказ_брони,113900.0,217,13,4,тип_питания_1,True,тип_1,1
INN00077,2021-08-26,офлайн_бронирование,1,0,True,1,1,отказ_брони,67000.0,123,8,2,не выбран,False,тип_1,0
INN00078,2021-09-14,офлайн_бронирование,1,0,True,2,1,нет_отказа,80100.0,50,7,2,тип_питания_1,False,тип_1,2
INN00079,2022-08-11,офлайн_бронирование,100,0,True,2,2,нет_отказа,117039.7,73,8,2,тип_питания_1,False,тип_1,1
INN00080,2018-03-14,онлайн_бронирование,1,0,False,0,0,отказ_брони,20100.0,150,3,0,тип_питания_1,True,тип_1,1
INN00081,2018-03-21,онлайн_бронирование,1,0,False,1,0,отказ_брони,46900.0,259,5,2,тип_питания_1,False,тип_1,1
INN00082,2018-04-04,онлайн_бронирование,1,0,False,2,0,отказ_брони,6700.0,192,1,0,тип_питания_1,False,тип_1,1
INN00083,2020-03-25,корпоративное_бронирование,200,1,False,0,0,нет_отказа,46900.0,79,5,2,тип_питания_1,False,тип_4,1
INN00084,2018-05-06,онлайн_бронирование,1,2,False,0,0,нет_отказа,53600.0,97,6,2,тип_питания_1,False,тип_1,0
INN00085,2020-04-21,корпоративное_бронирование,3,1,True,0,1,нет_отказа,20100.0,199,3,0,тип_питания_2,False,тип_1,2
INN00086,2021-10-05,корпоративное_бронирование,3,1,True,0,2,нет_отказа,53600.0,130,6,2,тип_питания_1,False,тип_1,0
INN00087,2019-01-17,корпоративное_бронирование,3,0,False,0,0,нет_отказа,20100.0,100,3,0,тип_питания_1,False,тип_1,0
INN00088,2019-07-22,корпоративное_бронирование,3,0,True,0,1,нет_отказа,17800.0,157,2,0,тип_питания_1,False,тип_4,0
INN00089,2020-08-03,корпоративное_бронирование,3,0,True,0,2,нет_отказа,140700.0,114,15,6,тип_питания_1,False,тип_1,1
INN00090,2017-09-08,офлайн_бронирование,100,2,False,0,0,отказ_брони,33500.0,217,5,0,не выбрант,False,тип_1,0
INN00091,2020-11-07,корпоративное_бронирование,1,0,False,0,0,нет_отказа,46900.0,150,5,2,тип_питания_2,False,тип_1,1
INN00092,2021-06-02,корпоративное_бронирование,1,0,True,0,1,отказ_брони,53600.0,192,6,2,не выбран,False,тип_1,0
INN00093,2021-07-02,корпоративное_бронирование,1,0,True,1,1,отказ_брони,53600.0,79,6,2,тип_питания_1,False,тип_1,0
INN00094,2020-11-17,корпоративное_бронирование,2,0,False,0,0,нет_отказа,46900.0,87,5,2,тип_питания_1,False,тип_1,3
INN00095,2021-09-01,корпоративное_бронирование,2,0,True,0,1,нет_отказа,13400.0,122,2,0,не выбран,False,тип_1,0
INN00096,2018-12-16,корпоративное_бронирование,1,0,False,0,0,нет_отказа,124600.0,79,10,4,тип_питания_1,False,тип_1,2
INN00097,2019-10-11,корпоративное_бронирование,1,0,True,0,1,нет_отказа,409984.4,18,15,6,не выбран,False,тип_1,0
INN00098,2020-09-30,корпоративное_бронирование,100,0,True,0,2,нет_отказа,53600.0,85,6,2,тип_питания_1,False,тип_1,0
INN00099,2017-09-25,корпоративное_бронирование,3,0,False,0,0,нет_отказа,46900.0,115,5,2,тип_питания_1,False,тип_1,1
INN00100,2019-05-23,корпоративное_бронирование,1,0,True,0,1,нет_отказа,53600.0,62,6,2,тип_питания_1,False,тип_1,0
INN00101,2020-08-08,корпоративное_бронирование,1,0,True,0,2,нет_отказа,20100.0,103,3,0,тип_питания_1,False,тип_1,0
INN00102,2018-05-13,корпоративное_бронирование,2,0,True,0,1,нет_отказа,62300.0,257,5,2,тип_питания_2,False,тип_1,1
INN00103,2019-12-05,офлайн_бронирование,3,0,True,0,1,нет_отказа,6700.0,144,1,0,тип_питания_1,False,тип_1,2
INN00104,2020-10-19,офлайн_бронирование,3,0,True,0,2,нет_отказа,80400.0,122,10,2,тип_питания_1,False,тип_1,0
INN00105,2019-07-19,офлайн_бронирование,2,0,False,0,0,отказ_брони,0.0,67,6,2,тип_питания_1,False,тип_1,1
INN00106,2019-07-27,офлайн_бронирование,2,0,False,1,0,отказ_брони,33500.0,100,5,0,тип_питания_2,False,тип_1,0
INN00107,2019-01-14,офлайн_бронирование,2,1,False,0,0,нет_отказа,93800.0,210,10,4,тип_питания_1,True,тип_1,1
INN00108,2020-01-06,офлайн_бронирование,2,1,True,0,1,нет_отказа,53600.0,6,6,2,тип_питания_1,False,тип_1,1
INN00109,2019-05-13,офлайн_бронирование,2,0,False,0,0,нет_отказа,46900.0,73,5,2,тип_питания_1,False,тип_1,1
INN00110,2017-03-22,онлайн_бронирование,100,0,False,0,0,нет_отказа,17800.0,111,2,0,тип_питания_1,False,тип_1,0
INN00111,2019-12-02,офлайн_бронирование,2,0,False,0,0,нет_отказа,13400.0,103,2,0,не выбран,False,тип_1,2
INN00112,2020-09-21,офлайн_бронирование,2,0,True,0,1,нет_отказа,13400.0,12,2,0,тип_питания_1,True,тип_1,0
INN00113,2021-04-11,офлайн_бронирование,2,0,True,0,2,нет_отказа,46900.0,15,5,2,тип_питания_1,True,тип_4,1
INN00114,2019-09-03,онлайн_бронирование,3,0,False,0,0,нет_отказа,80400.0,122,10,2,не выбран,False,тип_1,0
INN00115,2020-10-02,онлайн_бронирование,3,0,True,0,1,нет_отказа,53600.0,96,6,2,тип_питания_1,True,тип_1,1
INN00116,2018-10-17,офлайн_бронирование,3,0,False,0,0,отказ_брони,20100.0,257,3,0,не выбрант,False,тип_4,0
INN00117,2018-10-26,офлайн_бронирование,3,0,False,1,0,нет_отказа,178949.9,7,7,2,тип_питания_2,False,тип_1,1
INN00118,2019-10-22,офлайн_бронирование,3,0,True,1,1,нет_отказа,53600.0,11,6,2,тип_питания_1,False,тип_1,0
INN00119,2017-01-25,офлайн_бронирование,3,0,False,0,0,отказ_брони,6700.0,205,1,0,тип_питания_1,False,тип_1,2
INN00120,2018-05-30,офлайн_бронирование,1,0,False,0,0,нет_отказа,60300.0,11,7,2,тип_питания_1,False,тип_1,0
INN00121,2019-06-20,офлайн_бронирование,1,0,True,0,1,нет_отказа,29393.0,72,2,0,тип_питания_2,False,тип_4,1
INN00122,2020-01-29,онлайн_бронирование,1,1,False,0,0,нет_отказа,73700.0,7,9,2,тип_питания_1,False,тип_1,1
INN00123,2020-08-26,онлайн_бронирование,1,1,True,0,1,нет_отказа,26700.0,67,3,0,тип_питания_2,False,тип_1,3
INN00124,2022-01-22,онлайн_бронирование,1,1,True,0,2,отказ_брони,60300.0,50,7,2,тип_питания_1,False,тип_1,3
INN00125,2019-01-31,офлайн_бронирование,1,0,False,0,0,нет_отказа,24145.6,85,2,0,тип_питания_1,False,тип_1,0
INN00126,2019-07-28,офлайн_бронирование,2,2,False,0,0,нет_отказа,60300.0,157,7,2,не выбран,False,тип_1,1
INN00127,2020-10-03,офлайн_бронирование,2,2,True,0,1,нет_отказа,67000.0,75,8,2,тип_питания_1,False,тип_1,0
INN00128,2018-10-06,офлайн_бронирование,3,0,False,0,0,нет_отказа,6700.0,28,1,0,тип_питания_1,False,тип_1,0
INN00129,2019-10-19,офлайн_бронирование,3,0,True,0,1,нет_отказа,53600.0,103,6,2,тип_питания_1,False,тип_4,0
INN00130,2019-06-07,офлайн_бронирование,2,0,False,0,0,нет_отказа,124600.0,18,10,4,тип_питания_1,False,тип_1,1
INN00131,2017-08-23,офлайн_бронирование,2,0,False,0,0,нет_отказа,93800.0,25,10,4,тип_питания_1,False,тип_1,0
INN00132,2020-09-02,корпоративное_бронирование,2,0,False,0,0,нет_отказа,93800.0,300,10,4,тип_питания_1,False,тип_1,0
INN00133,2021-12-13,корпоративное_бронирование,2,0,True,0,1,нет_отказа,0.0,77,6,2,тип_питания_1,False,тип_1,3
INN00134,2019-05-10,онлайн_бронирование,2,0,False,0,0,отказ_брони,177040.0,77,10,4,тип_питания_1,False,тип_1,0
INN00135,2017-10-12,офлайн_бронирование,1,1,False,0,0,нет_отказа,67000.0,21,8,2,тип_питания_1,False,тип_1,0
INN00136,2020-09-07,корпоративное_бронирование,2,0,False,0,0,нет_отказа,98419.0,34,6,2,тип_питания_1,False,тип_1,3
INN00137,2021-09-12,корпоративное_бронирование,2,0,True,0,1,нет_отказа,46900.0,100,5,2,тип_питания_1,False,тип_1,0
INN00138,2018-12-12,офлайн_бронирование,2,0,False,0,0,нет_отказа,107200.0,28,12,4,тип_питания_2,False,тип_6,1
INN00139,2020-01-28,офлайн_бронирование,2,0,True,0,1,нет_отказа,26700.0,222,3,0,тип_питания_1,False,тип_1,1
INN00140,2017-11-17,офлайн_бронирование,1,0,False,0,0,нет_отказа,60300.0,123,7,2,не выбран,False,тип_1,1
INN00141,2019-03-01,офлайн_бронирование,1,0,True,0,1,отказ_брони,46900.0,221,5,2,тип_питания_1,False,тип_1,1
INN00142,2019-03-09,офлайн_бронирование,100,0,True,1,1,отказ_брони,93800.0,121,10,4,тип_питания_2,False,тип_1,0
INN00143,2020-05-15,офлайн_бронирование,3,0,False,0,0,отказ_брони,0.0,157,1,0,тип_питания_1,True,тип_1,0
INN00144,2020-05-31,офлайн_бронирование,3,0,False,1,0,нет_отказа,46900.0,6,5,2,тип_питания_1,False,тип_1,0
INN00145,2019-03-06,офлайн_бронирование,1,0,False,0,0,нет_отказа,0.0,7,3,0,тип_питания_1,False,тип_1,2
INN00146,2018-07-31,корпоративное_бронирование,200,0,False,0,0,нет_отказа,33500.0,12,5,0,не выбрант,False,тип_2,3
INN00147,2019-04-09,корпоративное_бронирование,2,0,True,0,1,нет_отказа,53600.0,83,6,2,тип_питания_1,False,тип_1,0
INN00148,2020-01-29,корпоративное_бронирование,2,0,True,0,2,отказ_брони,13400.0,205,2,0,тип_питания_1,False,тип_1,0
INN00149,2018-10-22,офлайн_бронирование,1,0,False,0,0,нет_отказа,46900.0,122,5,2,тип_питания_1,False,тип_1,0
INN00150,2019-11-19,офлайн_бронирование,1,0,True,0,1,нет_отказа,46900.0,121,5,2,тип_питания_1,False,тип_1,0
INN00151,2020-12-25,офлайн_бронирование,1,0,True,0,2,нет_отказа,53600.0,150,6,2,тип_питания_2,False,тип_1,1
INN00152,2022-06-16,офлайн_бронирование,1,0,True,0,3,нет_отказа,46900.0,126,5,2,тип_питания_1,False,тип_1,0
INN00153,2023-05-11,офлайн_бронирование,1,0,True,0,4,отказ_брони,46900.0,300,5,2,тип_питания_1,False,тип_1,2
INN00154,2019-03-16,корпоративное_бронирование,3,0,False,0,0,нет_отказа,33500.0,11,5,0,тип_питания_1,False,тип_1,4
INN00155,2019-10-28,корпоративное_бронирование,2,0,True,0,1,нет_отказа,13400.0,21,2,0,тип_питания_1,False,тип_1,1
INN00156,2020-12-07,онлайн_бронирование,3,0,False,0,0,нет_отказа,73700.0,106,9,2,тип_питания_1,False,тип_4,0
INN00157,2021-07-18,онлайн_бронирование,3,0,True,0,1,отказ_брони,20100.0,126,3,0,тип_питания_1,False,тип_1,0
INN00158,2018-06-06,онлайн_бронирование,1,0,False,0,0,нет_отказа,107200.0,80,12,4,тип_питания_1,False,тип_1,1
INN00159,2019-03-09,онлайн_бронирование,1,0,True,0,1,нет_отказа,0.0,100,6,2,тип_питания_1,False,тип_4,0
INN00160,2019-07-15,корпоративное_бронирование,2,0,False,0,0,нет_отказа,53600.0,90,6,2,не выбран,False,тип_1,0
INN00161,2020-12-30,корпоративное_бронирование,200,0,True,0,1,отказ_брони,46900.0,205,5,2,не выбран,False,тип_1,1
INN00162,2017-04-19,корпоративное_бронирование,2,0,False,0,0,нет_отказа,39186.7,85,2,0,тип_питания_1,False,тип_1,2
INN00163,2018-02-26,корпоративное_бронирование,2,0,True,0,1,нет_отказа,127464.0,300,8,2,тип_питания_1,False,тип_1,1
INN00164,2019-12-30,корпоративное_бронирование,1,1,False,0,0,нет_отказа,44500.0,185,5,0,тип_питания_1,False,тип_1,1
INN00165,2017-03-19,офлайн_бронирование,2,0,False,0,0,нет_отказа,60300.0,69,7,2,тип_питания_1,False,тип_1,0
INN00166,2019-07-28,корпоративное_бронирование,2,1,True,1,1,нет_отказа,44500.0,217,5,0,тип_питания_1,False,тип_1,0
INN00167,2020-04-28,корпоративное_бронирование,1,0,False,0,0,нет_отказа,67000.0,76,8,2,тип_питания_1,False,тип_1,0
INN00168,2021-01-15,корпоративное_бронирование,1,0,True,0,1,нет_отказа,129017.7,103,10,2,тип_питания_2,False,тип_1,1
INN00169,2022-04-04,корпоративное_бронирование,1,0,True,0,2,нет_отказа,26700.0,85,3,0,тип_питания_2,False,тип_1,1
INN00170,2020-11-20,корпоративное_бронирование,3,0,False,0,0,нет_отказа,80100.0,209,7,2,тип_питания_2,False,тип_4,0
INN00171,2022-03-17,корпоративное_бронирование,3,0,True,0,1,отказ_брони,8900.0,76,1,0,тип_питания_1,False,тип_1,2
INN00172,2022-04-14,корпоративное_бронирование,3,0,True,1,1,нет_отказа,140700.0,50,15,6,тип_питания_1,False,тип_1,2
INN00173,2022-12-30,корпоративное_бронирование,3,0,True,1,2,нет_отказа,60300.0,76,7,2,тип_питания_1,False,тип_1,0
INN00174,2019-07-24,корпоративное_бронирование,2,0,False,0,0,нет_отказа,33500.0,7,5,0,тип_питания_1,False,тип_1,0
INN00175,2020-04-02,корпоративное_бронирование,2,0,True,0,1,отказ_брони,0.0,221,2,0,тип_питания_1,False,тип_1,1
INN00176,2020-06-02,корпоративное_бронирование,2,0,True,1,1,нет_отказа,73700.0,18,9,2,не выбран,False,тип_1,0
INN00177,2017-01-01,онлайн_бронирование,2,0,False,0,0,отказ_брони,67000.0,73,8,2,тип_питания_2,False,тип_1,0
INN00178,2017-01-15,онлайн_бронирование,2,0,False,1,0,отказ_брони,20100.0,122,3,0,тип_питания_1,False,тип_1,0
INN00179,2018-12-03,корпоративное_бронирование,1,0,False,0,0,нет_отказа,20100.0,21,3,0,не выбран,False,тип_2,0
INN00180,2020-05-23,офлайн_бронирование,1,0,False,0,0,нет_отказа,150019.7,92,7,2,тип_питания_1,False,тип_1,0
INN00181,2019-10-04,корпоративное_бронирование,2,0,True,0,1,нет_отказа,60300.0,121,7,2,не выбран,False,тип_1,0
INN00182,2020-05-28,офлайн_бронирование,2,0,False,0,0,отказ_брони,140700.0,273,15,6,тип_питания_1,False,тип_1,2
INN00183,2017-10-06,онлайн_бронирование,3,0,False,0,0,нет_отказа,46900.0,4,5,2,тип_питания_1,False,тип_4,1
INN00184,2017-09-28,офлайн_бронирование,2,0,True,0,1,нет_отказа,6700.0,75,1,0,тип_питания_1,False,тип_1,1
INN00185,2018-04-28,офлайн_бронирование,2,0,True,0,2,отказ_брони,26800.0,150,4,0,тип_питания_1,False,тип_1,1
INN00186,2018-05-08,офлайн_бронирование,2,0,True,1,2,отказ_брони,93800.0,259,10,4,тип_питания_1,False,тип_1,1
INN00187,2020-09-27,онлайн_бронирование,3,0,False,0,0,нет_отказа,60300.0,94,7,2,тип_питания_1,False,тип_1,0
INN00188,2021-05-25,онлайн_бронирование,3,0,True,0,1,отказ_брони,46900.0,97,5,2,тип_питания_1,False,тип_1,0
INN00189,2018-07-23,онлайн_бронирование,2,0,False,0,0,нет_отказа,20100.0,87,3,0,тип_питания_2,False,тип_1,0
INN00190,2020-01-10,корпоративное_бронирование,1,0,True,1,1,нет_отказа,20100.0,97,3,0,тип_питания_1,True,тип_1,2
INN00191,2019-12-07,онлайн_бронирование,1,2,False,0,0,отказ_брони,89000.0,6,8,2,тип_питания_2,False,тип_1,3
INN00192,2018-12-27,офлайн_бронирование,2,0,False,0,0,отказ_брони,13400.0,197,2,0,тип_питания_1,False,тип_4,0
INN00193,2019-01-12,офлайн_бронирование,2,0,False,1,0,нет_отказа,46900.0,126,5,2,тип_питания_1,False,тип_4,0
INN00194,2019-12-24,онлайн_бронирование,2,1,True,1,1,нет_отказа,26800.0,15,4,0,тип_питания_1,False,тип_1,2
INN00195,2021-05-11,онлайн_бронирование,2,1,True,1,2,отказ_брони,13400.0,199,2,0,тип_питания_1,False,тип_1,1
INN00196,2021-05-20,онлайн_бронирование,2,1,True,2,2,нет_отказа,6700.0,123,1,0,тип_питания_1,False,тип_1,0
INN00197,2018-10-28,офлайн_бронирование,300,0,False,0,0,нет_отказа,46900.0,7,5,2,не выбрант,False,тип_1,0
INN00198,2017-06-10,онлайн_бронирование,3,0,False,0,0,нет_отказа,53600.0,7,6,2,тип_питания_1,False,тип_1,0
INN00199,2018-04-15,онлайн_бронирование,3,0,True,0,1,отказ_брони,46900.0,126,5,2,тип_питания_1,False,тип_1,2
INN00200,2017-08-23,офлайн_бронирование,2,1,False,0,0,нет_отказа,53600.0,135,6,2,тип_питания_1,False,тип_1,0
INN00201,2019-05-06,корпоративное_бронирование,2,0,True,1,1,нет_отказа,93800.0,62,10,4,тип_питания_1,False,тип_4,1
INN00202,2018-07-09,корпоративное_бронирование,1,0,False,0,0,нет_отказа,13400.0,150,2,0,тип_питания_1,False,тип_1,0
INN00203,2019-08-28,онлайн_бронирование,3,1,False,0,0,нет_отказа,93800.0,115,10,4,тип_питания_1,False,тип_4,0
INN00204,2020-05-13,онлайн_бронирование,3,1,True,0,1,нет_отказа,46900.0,79,5,2,тип_питания_1,False,тип_1,0
